title,nose,taste,finish,score
"Glentauchers 2005 14 year Hart Brothers, first fill sherry butt 53.6%","Caramel, green apple, holiday spices, malt, fruity and funky wine sweetness, some peppery spice heat","Caramel, straightforward Scotchy malt, green apple, sweet sugary fruits, funky sweet wine, hot cinnamon spice and wood. Nothing amazing stands out about it but it's solid Scotch. Just a vaguely sweet and straightforward kind of Scotch, and a bit hot even at the lower abv","Big baking spice, sweet cherry wine, wine funk, caramel. The sweet spice carries",6
"Jean-Luc Pasquet Cognac Trésors de Famille ""Claude"" Lot 84, 49.8%","Caramel, butterscotch, thick and creamy, sweet candied nuts, sugary fruits of plum and cherry, warm grape, exotic spice, root beer. I love it","Oh mama. Thick caramel and butterscotch, such a thick mouthfeel, big dry woodiness, nutty, soft grape, sugary icing, easygoing floral notes, sweet wood spice. Nice sweet caramel type notes but never feels overly sweet, it has a thick and creamy richness to it and plenty of wood. One of the thickest mouthfeel Cognacs I've ever had","Bright sweet caramel, citrus, sweet grape and cherry, thick creamy butterscotch, wood spice. It's a sweet creamy finish with a healthy dose of delicious spice.",9
"Jean-Luc Pasquet Cognac L'Esprit de Famille ""Jean"" Lot 69/77, 49.6%","Dank dark toasted wood, vanilla, toffee, rich grape, bright cherry and plum, tropical fruits, floral zing, healthy wood spice, mint, light root beer char","Thick woody mouthfeel, dank wood, vanilla, rich caramel, dry rancio, smooth syrupy grape, brief bit of brighter grape and cherry with sweet wood spice, chocolate mint. For all the rich dark wood there is, lots of fruit still comes through. Excellent rich mouthfeel with flavor that builds big but still feels amazingly balanced and elegant.","The grape sweetens up, rich woody caramel, toasted wood, vanilla, dry wood and soft rancio notes stretch out for a long time with a hint of spice",8
"George Dickel ""15 year single barrel"" K&L Wine pick, 50.6%","Candy cherry, trademark Dickel chalky sweetness, sweet toasted notes, caramel, musty wood, orange marmalade, vanilla","Toasted wood, spice, caramel, mild tannins, sweet black cherry, toasted marshmallow, vanilla char, sweetly toasted, slight mustiness and minerality. Very straight forward smoothly toasted and sweet Bourbon, on the smoother and more drinkable side.","Musty wood, vanilla, sweet toasted oak, mellow cinnamon spice tingle, chalky cherry sweetness, mild tannins, lingering cherry toasted wood",7
"George Dickel ""15 year single barrel"" Mission Wine pick, 42.2%","Big sweet brown sugar, orange, smooth caramel toasted oak, vanilla, light sweet char, very fruity with strawberry and cherry vanilla, mint, light mineral notes in the background. Smooth and sweet and inviting","Cherry cola, root beer, big brown sugar, orange marmalade, caramel oak, tons of vanilla, sweet toasted wood, some sweet gentle spice. There's some mineral notes in the background but I might be looking for it being a Dickel and all, overall it is extremely well balanced. Smooth and sweetly toasted, super drinkable at the low abv but still has great mouthfeel and depth to it.","Big cherry/strawberry candy sweetness, sweet toasted oak, vanilla, some slightly bitter old oak with a gentle undercurrent of wood spice. It's a bit light on the finish but it's very pleasant all the way through",7
"""Jack Daniel's Single Barrel"" Barrel Proof r/Bourbon pick, 65.15%","Huge charred oak, strong mocha and coffee, brown sugar, charred maple, banana, vanilla, menthol spice. Fantastic nose it really jumps out of the glass at you. Super sweet and vibrant, tons of oak, and some coffee and banana to give it a fun unique feel","Big blast of brown sugar and sweet toasted oak, big sweet spice, cherry, maple char, vanilla, tons of vibrant toasted and charred wood, pecan nuttiness, coffee, mint. It's so oaky but it's so vibrant and sweet at the same time. These have such a unique and fun profile to me. Fantastic","Builds to a big blast of sweet spice and sweet toasted oak, cherry, mint, mocha, smooth funky banana, vanilla. The smooth banana and sweet toasted oak carry a long time",8
"Jean-Luc Pasquet Cognac L'Esprit de Famille ""Elisabeth"" Lot 89, 46.3%","Rich antique wood, dry and musty, cigar, dark grape sweetness, vanilla, woody toffee, faint mint, wood spice. Delicious!","Oh yeah, this is nice. Rich antique wood, thick sweet caramel, wood spice, cacao, vanilla, sweet grape, dryer tannic wood notes and gentle spice start building on the tail end. Big dry Cognac woodiness that never feels too bitter, but there's a nice layer of caramel and sweet grape to it. So complex yet thick and effortlessly balanced.","Dry mouth-puckering wood builds beautifully, tobacco, cacao, wood spice, builds to a bright pop of caramel-covered grape with delicious wood spice. Excellent finish",9
"Jean-Luc Pasquet Cognac, Confluences ""Le Cognac D'Eraville"" 42.8%","First thing that strikes me here is an almost marc-like bitterness, not nearly as aggressive but it's there. Bitter grape skin, tart berry, cherry pez, caramel, floral and sugary sweetness, light sweet vanilla. With air it levels out beautifully","Elegant caramel, musty, dry sweet wood, tart berry, hint of bitter grape skins, sugary cherry fruitiness, easygoing floral notes, gentle spice tingle. It's all very elegantly balanced, rich flavor with a nice smooth mouthfeel at 42%","Dry wood, caramel, nuttiness, light spice. A very light finish, this stuff is delicate and tasty all the way through",7
"High Wire Watermelon Brandy 2016, 40%","Funky spirity new-make, buttered popcorn, grassiness, vanilla cream, some vague sugary fruit notes, bitter fruit rind. Spirity and funky with brandy notes only just creeping in","Soft vanilla cream, sweet sugary fruit, doesn't immediately strike me as watermelon but it's there, it's more just a vague kind of sugary fruitiness. Slight funk but it's tame at the low abv. Mouthfeel is a little watered down but that might be helping it here. Overall, flavor is better than the nose","Sweet vanilla cream, soft spice, gets a little more recognizable watermelon flavor on the tail end",5
"Marc de Gewurztraminer 1976, 63.1%","Dear lord, that wild Marc nose. Huge chalky sweetness, smarties candy, dish soap, cherry candy, bitter estery grape skin, but there's also rich toasted wood, caramel, tons of milk chocolate, mint. These odd notes should clash but they meld perfectly, it's wild and mellow at the same time. And we're only on the nose so far","Complex isn't even the word for this. You take a sip, and it's like your tongue is thrown into an adventure. So much going on! There's caramel and grape, quickly explodes with a blast of zingy spice and bright estery bitter grape, chalky candy sweetness, dish soap, a flavor of bright green cilantro or parsley, bright sugary tropical fruits, stone fruits and their bitter pits. Funky and almost chemical-y but in a good way. Considering the age there is not much heavy wood here. Every bit of the high abv delivers tons of bright funky marc flavor but with just enough caramel and age to smooth out the edges","Bitter estery grape smoothed out with caramel, milk chocolate, sweet candy cherry, chalky marc sweetness and caramel lingers a long time",9
"Nashville Barrel Company Rye(MGP) 7 year ""0075"" pick, 56.64%","Wow, immediately hits as an amazing nose. Rich toffee, graham cracker, chocolate mint, gentle herbal spice, cinnamon pastry, sweet warm cherry, pine needle, pecan, vanilla.","Syrupy caramel, cherry cough syrup, herbal rye spice kick, cinnamon pastry, toasted wood, roasted nuts, clean minty rye. Herbal spice and cherry syrup gives it a sweet and hot little rye kick. It's not super oaky but there's lots of nice toasted and savory/pastry type notes, and plenty of sweetness. Doesn't quite live up to how amazingly rich that nose is but it's still totally delicious","Sweet toasted wood and a big herbal spice kick, toffee, chocolate mint. A long sweetly toasted and herbal spicey rye finish",8
"Redwood Empire ""Haystack Needle"" 12 year Bourbon (MGP), chardonnay cask finish 55%","Big toasted wood, oaky caramel, toasted nuts, cherry, vanilla, tons of sweet candy fruitiness, strawberry, cherry, chocolate, mellow minty spice. Very much noses like a big smooth oaky Bourbon but with tons of sweet fruitiness","Caramel dipped cherry, big toasted wood, vanilla, sweet Bourbon corn, lots of candy fruitiness, herbal spice. Like the nose it drinks totally like a Bourbon, just an impossibly sweet and fruity one. There's enough mellowness from the age and beautiful warm oak notes to balance it out, and all the notes meld perfectly. It's like Bourbon candy","Big warm herbal spice, cherry, sweet toasted wood, clean Bourbon corn. Long lingering notes of oaky caramel and gentle spice with just a hint of tannins and sweet fruit",8
"Laphroaig Cairdeas 2021, PX Cask Strength 58.9%","Thick, dark, rich and peaty. Rich dark wood, heavy brooding peat, vanilla, phenolic and charred, chocolate, smooth dark fruits, black cherry, raspberry, sweet strawberry, charred wood. A lot of signature Frog Bourbon barrel peat/vanilla but the dark fruity sherry notes creep in beautifully","Dark sherry shows up well-balanced, raspberry, black cherry, huge chocolatey Frog peat, big bourbon barrel notes of dark chocolate, dark toasted wood, vanilla. Dark fruity sherry and heavy peat melds thick and huge. Lots of thick Bourbon barrel notes, it's almost like a fruit-soaked version of the 10 Cask Strength.","Sweet raspberry and cherry, vanilla, dark toasted wood, smooth peat, spice. Sweet fruits, vanilla and peat linger a long time",8
"""Four Roses Private Selection"" r/Bourbon pick, OBSK 9yr 4mo 59.1%","Big musty oak, creamy caramel, brown sugar, candy cherry, strong mint, milk chocolate, spice zing that is sharp and bold yet balanced. I Love Love Love this nose, big creamy oak and cherry but with just enough spice zing to know it's a Four Roses","This drinks freaking great. Explosion of big sweet candy cherry and clean toasted oak, sharp cutting spice, creamy caramel, brown sugar, mint. The big candy cherry, clean oak and creamy caramel are vibrant and bold and work together beautifully. The sharp minty spice cuts right through it all and wakes you up, but stops just short of feeling too intrusive or hot. Delicious and so dang drinkable at 59%","Looong sweet finish of big delicious herbal spice, mint, brown sugar, sweet caramel, clean bold toasted wood.",9
"L'Encantada Lous Mouracs 1983 35 year Lincoln Road, 48.6%","Dank dark wood, dark syrupy cherry, vanilla, toffee, thick chocolate, layer of minty spice under the chocolatey oak, dank fruity grape, mild tannic wood. Thick and powerful nose, very woody and very sweet. Amazing","Big dense wood, slightly dry, rich caramel, chocolate, soft fruity grape, light rancio, soy sauce, mellow tannic wood. It's a dry and tannic type wood but with a very smooth presentation, and well balanced by lots of sweetness and rich chocolatey/caramel notes. An effortless and thick complexity to it","The smooth dry oakiness builds huge, chocolate, caramel, mellow dark grape, leaves with a pleasant dry tannic feel and sweet vanilla",8
